Sample ID	Crop	Taxonomy	Level of improvement	"Country, State"	Region
AGG41240CHIC2-B00005-7-09	chickpea	Cicer arietinum	Advanced Cultivar	Iran	Middle East
AGG41241CHIC2-B00005-7-10	chickpea	Cicer arietinum	Advanced Cultivar	Iran	Middle East
AGG41244CHIC2-B00005-7-11	chickpea	Cicer arietinum	Advanced Cultivar	Iran	Middle East
AGG41245CHIC2-B00005-7-12	chickpea	Cicer arietinum	Advanced Cultivar	Iran	Middle East
AGG41247CHIC2-B00005-7-13	chickpea	Cicer arietinum	Advanced Cultivar	Iran	Middle East
AGG41250CHIC2-B00005-7-14	chickpea	Cicer arietinum	Advanced Cultivar	Iran	Middle East
AGG41252CHIC2-B00005-7-15	chickpea	Cicer arietinum	Advanced Cultivar	Iran	Middle East
AGG41255CHIC2-B00005-7-16	chickpea	Cicer arietinum	Advanced Cultivar	Iran	Middle East
AGG41264CHIC2-B00005-7-17	chickpea	Cicer arietinum	Landrace	Unknown	Unknown
AGG41266CHIC2-B00005-7-18	chickpea	Cicer arietinum	Advanced Cultivar	Unknown	Unknown
AGG41267CHIC2-B00005-7-19	chickpea	Cicer arietinum	Advanced Cultivar	Iran	Middle East
AGG41272CHIC2-B00005-7-20	chickpea	Cicer arietinum	Advanced Cultivar	Iran	Middle East
AGG41273CHIC2-B00005-7-21	chickpea	Cicer arietinum	Advanced Cultivar	Iran	Middle East
AGG41274CHIC2-B00005-7-22	chickpea	Cicer arietinum	Advanced Cultivar	Iran	Middle East
AGG41275CHIC2-B00005-7-23	chickpea	Cicer arietinum	Advanced Cultivar	Iran	Middle East
AGG41277CHIC2-B00005-7-24	chickpea	Cicer arietinum	Advanced Cultivar	Iran	Middle East
AGG41279CHIC2-B00005-7-25	chickpea	Cicer arietinum	Advanced Cultivar	Iran	Middle East
AGG41280CHIC2-B00005-7-26	chickpea	Cicer arietinum	Advanced Cultivar	Iran	Middle East
AGG41287CHIC2-B00005-7-27	chickpea	Cicer arietinum	Advanced Cultivar	Iran	Middle East
AGG41291CHIC2-B00005-7-28	chickpea	Cicer arietinum	Advanced Cultivar	Iran	Middle East
AGG41292CHIC2-B00005-7-29	chickpea	Cicer arietinum	Landrace	Unknown	Unknown
AGG41293CHIC2-B00005-7-30	chickpea	Cicer arietinum	Advanced Cultivar	Iran	Middle East
AGG41310CHIC2-B00005-7-31	chickpea	Cicer arietinum	Landrace	Unknown	Unknown
AGG41312CHIC4-B00005-7-32	chickpea	Cicer arietinum	Advanced Cultivar	Iran	Middle East
AGG41324CHIC2-B00005-7-33	chickpea	Cicer arietinum	Advanced Cultivar	Iran	Middle East
AGG41327CHIC2-B00005-7-34	chickpea	Cicer arietinum	Advanced Cultivar	Iran	Middle East
AGG41329CHIC2-B00005-7-35	chickpea	Cicer arietinum	Landrace	Unknown	Unknown
AGG41330CHIC2-B00005-7-36	chickpea	Cicer arietinum	Advanced Cultivar	Iran	Middle East
AGG41331CHIC2-B00005-7-37	chickpea	Cicer arietinum	Advanced Cultivar	Iran	Middle East
AGG41338CHIC2-B00005-7-38	chickpea	Cicer arietinum	Advanced Cultivar	Iran	Middle East
AGG41341CHIC5-B00005-7-39	chickpea	Cicer arietinum	Landrace	Unknown	Unknown
AGG41343CHIC2-B00005-7-40	chickpea	Cicer arietinum	Advanced Cultivar	Iran	Middle East
AGG41344CHIC2-B00005-7-41	chickpea	Cicer arietinum	Advanced Cultivar	Iran	Middle East
AGG41345CHIC6-B00005-7-42	chickpea	Cicer arietinum	Landrace	Unknown	Unknown
AGG41347CHIC2-B00005-7-43	chickpea	Cicer arietinum	Advanced Cultivar	Iran	Middle East
AGG41351CHIC2-B00005-7-44	chickpea	Cicer arietinum	Advanced Cultivar	Unknown	Unknown
AGG41352CHIC2-B00005-7-45	chickpea	Cicer arietinum	Advanced Cultivar	Iran	Middle East
AGG41364CHIC6-B00005-7-46	chickpea	Cicer arietinum	Advanced Cultivar	Iran	Middle East
AGG41376CHIC2-B00005-7-47	chickpea	Cicer arietinum	Advanced Cultivar	Iran	Middle East
AGG41377CHIC2-B00005-7-48	chickpea	Cicer arietinum	Advanced Cultivar	Iran	Middle East
AGG41381CHIC2-B00005-7-49	chickpea	Cicer arietinum	Advanced Cultivar	Iran	Middle East
AGG41382CHIC2-B00005-7-50	chickpea	Cicer arietinum	Advanced Cultivar	Iran	Middle East
AGG41384CHIC2-B00005-7-51	chickpea	Cicer arietinum	Advanced Cultivar	Iran	Middle East
AGG41391CHIC6-B00005-7-52	chickpea	Cicer arietinum	Advanced Cultivar	Turkey	Middle East
AGG41392CHIC2-B00005-7-53	chickpea	Cicer arietinum	Advanced Cultivar	Turkey	Middle East
AGG41393CHIC2-B00005-7-54	chickpea	Cicer arietinum	Advanced Cultivar	Turkey	Middle East
AGG41394CHIC2-B00005-7-55	chickpea	Cicer arietinum	Advanced Cultivar	Turkey	Middle East
AGG41397CHIC2-B00005-7-56	chickpea	Cicer arietinum	Advanced Cultivar	Turkey	Middle East
AGG41398CHIC2-B00005-7-57	chickpea	Cicer arietinum	Advanced Cultivar	Turkey	Middle East
AGG41399CHIC2-B00005-7-58	chickpea	Cicer arietinum	Landrace	Unknown	Unknown
AGG41401CHIC2-B00005-7-59	chickpea	Cicer arietinum	Advanced Cultivar	Iran	Middle East
AGG41402CHIC2-B00005-7-60	chickpea	Cicer arietinum	Advanced Cultivar	Iran	Middle East
AGG41407CHIC2-B00005-7-61	chickpea	Cicer arietinum	Advanced Cultivar	Iran	Middle East
AGG41408CHIC2-B00005-7-62	chickpea	Cicer arietinum	Advanced Cultivar	Iran	Middle East
AGG41410CHIC2-B00005-7-63	chickpea	Cicer arietinum	Advanced Cultivar	Iran	Middle East
AGG41411CHIC2-B00005-7-64	chickpea	Cicer arietinum	Advanced Cultivar	Iran	Middle East
AGG41413CHIC6-B00005-7-65	chickpea	Cicer arietinum	Advanced Cultivar	Iran	Middle East
AGG41414CHIC2-B00005-7-66	chickpea	Cicer arietinum	Advanced Cultivar	Iran	Middle East
AGG41415CHIC2-B00005-7-67	chickpea	Cicer arietinum	Advanced Cultivar	Iran	Middle East
AGG41417CHIC2-B00005-7-68	chickpea	Cicer arietinum	Advanced Cultivar	Iran	Middle East
AGG41419CHIC4-B00005-7-69	chickpea	Cicer arietinum	Advanced Cultivar	Iran	Middle East
AGG41421CHIC2-B00005-7-70	chickpea	Cicer arietinum	Advanced Cultivar	Turkey	Middle East
AGG41424CHIC2-B00005-7-71	chickpea	Cicer arietinum	Landrace	United States	Americas
AGG41425CHIC5-B00005-7-72	chickpea	Cicer arietinum	Landrace	Unknown	Unknown
AGG41426CHIC5-B00005-7-73	chickpea	Cicer arietinum	Landrace	Unknown	Unknown
AGG41435CHIC2-B00005-7-74	chickpea	Cicer arietinum	Landrace	Unknown	Unknown
AGG41438CHIC2-B00005-7-75	chickpea	Cicer arietinum	Advanced Cultivar	Unknown	Unknown
AGG41439CHIC2-B00005-7-76	chickpea	Cicer arietinum	Advanced Cultivar	Unknown	Unknown
AGG41442CHIC2-B00005-7-77	chickpea	Cicer arietinum	Advanced Cultivar	Unknown	Unknown
AGG41443CHIC2-B00005-7-78	chickpea	Cicer arietinum	Landrace	Unknown	Unknown
AGG41444CHIC2-B00005-7-79	chickpea	Cicer arietinum	Advanced Cultivar	Unknown	Unknown
AGG41450CHIC2-B00005-7-82	chickpea	Cicer arietinum	Advanced Cultivar	Unknown	Unknown
AGG41451CHIC2-B00005-7-83	chickpea	Cicer arietinum	Advanced Cultivar	Unknown	Unknown
AGG41452CHIC6-B00005-7-84	chickpea	Cicer arietinum	Landrace	Unknown	Unknown
AGG41453CHIC5-B00005-7-85	chickpea	Cicer arietinum	Landrace	"Iran, East Azerbaijan"	Middle East
AGG41455CHIC2-B00005-7-86	chickpea	Cicer arietinum	Advanced Cultivar	Unknown	Unknown
AGG41456CHIC2-B00005-7-87	chickpea	Cicer arietinum	Advanced Cultivar	Unknown	Unknown
AGG41458CHIC2-B00005-7-88	chickpea	Cicer arietinum	Landrace	Iran	Middle East
AGG41192CHIC2-B00005-7-89	chickpea	Cicer arietinum	Advanced Cultivar	Iran	Middle East
AGG41459CHIC2-B00005-7-90	chickpea	Cicer arietinum	Advanced Cultivar	Unknown	Unknown
AGG41461CHIC2-B00005-7-91	chickpea	Cicer arietinum	Advanced Cultivar	Unknown	Unknown
AGG41473CHIC6-B00005-7-92	chickpea	Cicer arietinum	Landrace	Unknown	Unknown
AGG41475CHIC2-B00005-7-93	chickpea	Cicer arietinum	Landrace	India	South Asia
AGG41480CHIC2-B00005-7-94	chickpea	Cicer arietinum	Advanced Cultivar	Unknown	Unknown
AGG41481CHIC2-B00005-7-95	chickpea	Cicer arietinum	Advanced Cultivar	Unknown	Unknown
AGG42003CHIC2-B00005-10-01	chickpea	Cicer arietinum	Advanced Cultivar	Unknown	Unknown
AGG42005CHIC2-B00005-10-02	chickpea	Cicer arietinum	Advanced Cultivar	United States	Americas
AGG42007CHIC2-B00005-10-03	chickpea	Cicer arietinum	Advanced Cultivar	United States	Americas
AGG42010CHIC2-B00005-10-04	chickpea	Cicer arietinum	Advanced Cultivar	Egypt	Africa
AGG42016CHIC2-B00005-10-05	chickpea	Cicer arietinum	Advanced Cultivar	"India, Andhra Pradesh"	South Asia
AGG42019CHIC2-B00005-10-06	chickpea	Cicer arietinum	Advanced Cultivar	India	South Asia
AGG42028CHIC2-B00005-10-07	chickpea	Cicer arietinum	Advanced Cultivar	Turkey	Middle East
AGG42030CHIC2-B00005-10-08	chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Hatay"	Middle East
AGG42031CHIC2-B00005-10-09	chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Hatay"	Middle East
AGG42041CHIC2-B00005-10-10	chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Gaziantep"	Middle East
AGG42044CHIC2-B00005-10-11	chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Gaziantep"	Middle East
AGG42045CHIC2-B00005-10-12	chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Gaziantep"	Middle East
AGG42046CHIC2-B00005-10-13	chickpea	Cicer arietinum	Advanced Cultivar	Turkey	Middle East
AGG42081CHIC2-B00005-10-14	chickpea	Cicer arietinum	Landrace	"Turkey, Adiyaman"	Middle East
AGG42082CHIC2-B00005-10-15	chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Adiyaman"	Middle East
AGG42083CHIC2-B00005-10-16	chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Adiyaman"	Middle East
AGG42084CHIC2-B00005-10-17	chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Adiyaman"	Middle East
AGG42085CHIC2-B00005-10-18	chickpea	Cicer arietinum	Landrace	"Turkey, Adiyaman"	Middle East
AGG42086CHIC2-B00005-10-19	chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Adiyaman"	Middle East
AGG42094CHIC2-B00005-10-20	chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Diyarbakir"	Middle East
AGG42095CHIC2-B00005-10-21	chickpea	Cicer arietinum	Landrace	"Turkey, Diyarbakir"	Middle East
AGG42099CHIC2-B00005-10-22	chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Diyarbakir"	Middle East
AGG42100CHIC2-B00005-10-23	chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Diyarbakir"	Middle East
AGG42106CHIC2-B00005-10-24	chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Malatya"	Middle East
AGG42107CHIC2-B00005-10-25	chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Malatya"	Middle East
AGG42108CHIC2-B00005-10-26	chickpea	Cicer arietinum	Landrace	"Turkey, Malatya"	Middle East
AGG42109CHIC2-B00005-10-27	chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Malatya"	Middle East
AGG42110CHIC2-B00005-10-28	chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Kayseri"	Middle East
AGG42112CHIC2-B00005-10-29	chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Nevsehir"	Middle East
AGG42115CHIC2-B00005-10-30	chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Nevsehir"	Middle East
AGG42120CHIC5-B00005-10-31	chickpea	Cicer arietinum	Landrace	"Turkey, Nigde"	Middle East
AGG42124CHIC2-B00005-10-32	chickpea	Cicer arietinum	Landrace	"Turkey, Konya"	Middle East
AGG42125CHIC2-B00005-10-33	chickpea	Cicer arietinum	Landrace	"Turkey, Konya"	Middle East
AGG42126CHIC2-B00005-10-34	chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Konya"	Middle East
AGG42128CHIC2-B00005-10-35	chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Konya"	Middle East
AGG42130CHIC2-B00005-10-36	chickpea	Cicer arietinum	Landrace	"Turkey, Konya"	Middle East
AGG42131CHIC2-B00005-10-37	chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Konya"	Middle East
AGG42133CHIC2-B00005-10-38	chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Ankara"	Middle East
AGG42134CHIC2-B00005-10-39	chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Ankara"	Middle East
AGG42135CHIC2-B00005-10-40	chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Kirsehir"	Middle East
AGG42137CHIC2-B00005-10-41	chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Kirsehir"	Middle East
AGG42138CHIC2-B00005-10-42	chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Yozgat"	Middle East
AGG42139CHIC2-B00005-10-43	chickpea	Cicer arietinum	Landrace	"Turkey, Amasya"	Middle East
AGG42140CHIC2-B00005-10-44	chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Corum"	Middle East
AGG42142CHIC2-B00005-10-45	chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Corum"	Middle East
AGG42144CHIC1-B00005-10-46	chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Cankiri"	Middle East
AGG42147CHIC1-B00005-10-47	chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Afyon"	Middle East
AGG42150CHIC1-B00005-10-48	chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Afyon"	Middle East
AGG42151CHIC1-B00005-10-49	chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Afyon"	Middle East
AGG42153CHIC1-B00005-10-50	chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Afyon"	Middle East
AGG42154CHIC1-B00005-10-51	chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Afyon"	Middle East
AGG42156CHIC1-B00005-10-52	chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Afyon"	Middle East
AGG42158CHIC1-B00005-10-53	chickpea	Cicer arietinum	Landrace	"Turkey, Isparta"	Middle East
AGG42160CHIC1-B00005-10-54	chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Burdur"	Middle East
AGG42163CHIC1-B00005-10-56	chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Burdur"	Middle East
AGG42164CHIC1-B00005-10-57	chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Burdur"	Middle East
AGG42165CHIC2-B00005-10-58	chickpea	Cicer arietinum	Landrace	"Turkey, Burdur"	Middle East
AGG42166CHIC1-B00005-10-59	chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Burdur"	Middle East
AGG42167CHIC1-B00005-10-60	chickpea	Cicer arietinum	Landrace	"Turkey, Denizli"	Middle East
AGG42170CHIC2-B00005-10-61	chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Denizli"	Middle East
AGG42171CHIC1-B00005-10-62	chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Denizli"	Middle East
AGG42172CHIC1-B00005-10-63	chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Denizli"	Middle East
AGG42176CHIC1-B00005-10-64	chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Denizli"	Middle East
AGG42177CHIC1-B00005-10-65	chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Denizli"	Middle East
AGG42178CHIC1-B00005-10-66	chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Denizli"	Middle East
AGG42180CHIC1-B00005-10-67	chickpea	Cicer arietinum	Landrace	"Turkey, Denizli"	Middle East
AGG42181CHIC1-B00005-10-68	chickpea	Cicer arietinum	Landrace	"Turkey, Usak"	Middle East
AGG42184CHIC1-B00005-10-69	chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Kutahya"	Middle East
AGG42185CHIC1-B00005-10-70	chickpea	Cicer arietinum	Landrace	"Turkey, Kutahya"	Middle East
AGG42186CHIC1-B00005-10-71	chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Kutahya"	Middle East
AGG42188CHIC1-B00005-10-72	chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Kutahya"	Middle East
AGG42189CHIC1-B00005-10-73	chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Kutahya"	Middle East
AGG42191CHIC1-B00005-10-74	chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Kutahya"	Middle East
AGG42192CHIC5-B00005-10-75	chickpea	Cicer arietinum	Landrace	"Turkey, Bilecik"	Middle East
AGG42193CHIC1-B00005-10-76	chickpea	Cicer arietinum	Landrace	"Turkey, Bursa"	Middle East
AGG42195CHIC1-B00005-10-77	chickpea	Cicer arietinum	Landrace	"Turkey, Balikesir"	Middle East
AGG42197CHIC5-B00005-10-78	chickpea	Cicer arietinum	Landrace	"Turkey, Balikesir"	Middle East
AGG42198CHIC1-B00005-10-79	chickpea	Cicer arietinum	Landrace	"Turkey, Balikesir"	Middle East
AGG42201CHIC1-B00005-10-80	chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Canakkale"	Middle East
AGG42203CHIC1-B00005-10-81	chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Canakkale"	Middle East
AGG42207CHIC1-B00005-10-82	chickpea	Cicer arietinum	Advanced Cultivar	"Turkey, Canakkale"	Middle East
AGG42223CHIC2-B00005-10-83	chickpea	Cicer arietinum	Advanced Cultivar	India	South Asia
AGG42226CHIC2-B00005-10-84	chickpea	Cicer arietinum	Advanced Cultivar	India	South Asia
AGG42227CHIC2-B00005-10-85	chickpea	Cicer arietinum	Advanced Cultivar	India	South Asia
AGG42228CHIC2-B00005-10-86	chickpea	Cicer arietinum	Advanced Cultivar	India	South Asia
AGG42229CHIC2-B00005-10-87	chickpea	Cicer arietinum	Advanced Cultivar	India	South Asia
AGG42230CHIC2-B00005-10-88	chickpea	Cicer arietinum	Advanced Cultivar	India	South Asia
AGG42334CHIC2-B00005-10-90	chickpea	Cicer arietinum	Advanced Cultivar	Australia	Oceania
AGG42339CHIC2-B00005-10-91	chickpea	Cicer arietinum	Landrace	Lebanon	Middle East
AGG42348CHIC2-B00005-10-92	chickpea	Cicer arietinum	Advanced Cultivar	"India, Andhra Pradesh"	South Asia
AGG42350CHIC2-B00005-10-93	chickpea	Cicer arietinum	Advanced Cultivar	"India, Andhra Pradesh"	South Asia
AGG42353CHIC2-B00005-10-94	chickpea	Cicer arietinum	Advanced Cultivar	India	South Asia
AGG42355CHIC2-B00005-10-95	chickpea	Cicer arietinum	Advanced Cultivar	India	South Asia
AGG41482CHIC2-B00005-8-01	chickpea	Cicer arietinum	Landrace	Unknown	Unknown
AGG41483CHIC2-B00005-8-02	chickpea	Cicer arietinum	Advanced Cultivar	Unknown	Unknown
AGG41485CHIC2-B00005-8-03	chickpea	Cicer arietinum	Advanced Cultivar	Unknown	Unknown
AGG41486CHIC4-B00005-8-04	chickpea	Cicer arietinum	Landrace	Unknown	Unknown
AGG41487CHIC2-B00005-8-05	chickpea	Cicer arietinum	Advanced Cultivar	Turkey	Middle East
AGG41489CHIC2-B00005-8-06	chickpea	Cicer arietinum	Advanced Cultivar	Unknown	Unknown
AGG41491CHIC2-B00005-8-07	chickpea	Cicer arietinum	Advanced Cultivar	Unknown	Unknown
AGG41493CHIC2-B00005-8-08	chickpea	Cicer arietinum	Advanced Cultivar	Unknown	Unknown
AGG41494CHIC2-B00005-8-09	chickpea	Cicer arietinum	Advanced Cultivar	Unknown	Unknown
AGG41495CHIC2-B00005-8-10	chickpea	Cicer arietinum	Landrace	Unknown	Unknown
AGG41498CHIC2-B00005-8-11	chickpea	Cicer arietinum	Landrace	Unknown	Unknown
AGG41500CHIC2-B00005-8-12	chickpea	Cicer arietinum	Landrace	Unknown	Unknown
AGG41502CHIC2-B00005-8-13	chickpea	Cicer arietinum	Landrace	"India, Delhi"	South Asia
AGG41503CHIC2-B00005-8-14	chickpea	Cicer arietinum	Landrace	"Afghanistan, Kabul"	South Asia
AGG41505CHIC5-B00005-8-15	chickpea	Cicer arietinum	Landrace	Unknown	Unknown
AGG41507CHIC6-B00005-8-16	chickpea	Cicer arietinum	Landrace	Unknown	Unknown
AGG41508CHIC5-B00005-8-17	chickpea	Cicer arietinum	Landrace	Unknown	Unknown
AGG41509CHIC2-B00005-8-18	chickpea	Cicer arietinum	Advanced Cultivar	Unknown	Unknown
AGG41513CHIC2-B00005-8-19	chickpea	Cicer arietinum	Landrace	"Turkey, Ankara"	Middle East
AGG41515CHIC5-B00005-8-20	chickpea	Cicer arietinum	Landrace	Unknown	Unknown
AGG41517CHIC2-B00005-8-21	chickpea	Cicer arietinum	Landrace	India	South Asia
AGG41523CHIC2-B00005-8-22	chickpea	Cicer arietinum	Landrace	Unknown	Unknown
AGG41525CHIC2-B00005-8-23	chickpea	Cicer arietinum	Advanced Cultivar	Unknown	Unknown
AGG41526CHIC2-B00005-8-24	chickpea	Cicer arietinum	Landrace	Unknown	Unknown
AGG41528CHIC2-B00005-8-25	chickpea	Cicer arietinum	Landrace	Unknown	Unknown
AGG41529CHIC5-B00005-8-26	chickpea	Cicer arietinum	Landrace	Unknown	Unknown
AGG41531CHIC2-B00005-8-27	chickpea	Cicer arietinum	Landrace	Unknown	Unknown
AGG41534CHIC2-B00005-8-28	chickpea	Cicer arietinum	Landrace	Unknown	Unknown
AGG41535CHIC2-B00005-8-29	chickpea	Cicer arietinum	Landrace	Unknown	Unknown
AGG41536CHIC5-B00005-8-30	chickpea	Cicer arietinum	Landrace	Unknown	Unknown
AGG41537CHIC2-B00005-8-31	chickpea	Cicer arietinum	Landrace	Unknown	Unknown
AGG41543CHIC2-B00005-8-32	chickpea	Cicer arietinum	Landrace	Unknown	Unknown
AGG41559CHIC2-B00005-8-33	chickpea	Cicer arietinum	Landrace	Unknown	Unknown
AGG41561CHIC2-B00005-8-34	chickpea	Cicer arietinum	Advanced Cultivar	Russian Federation	Eastern Europe
AGG41564CHIC2-B00005-8-35	chickpea	Cicer arietinum	Landrace	"Iran, Khorasan"	Middle East
AGG41584CHIC2-B00005-8-36	chickpea	Cicer arietinum	Advanced Cultivar	Unknown	Unknown
AGG41624CHIC2-B00005-8-37	chickpea	Cicer arietinum	Advanced Cultivar	Unknown	Unknown
AGG41628CHIC3-B00005-8-38	chickpea	Cicer arietinum	Advanced Cultivar	Iran	Middle East
AGG41638CHIC5-B00005-8-39	chickpea	Cicer arietinum	Advanced Cultivar	Turkey	Middle East
AGG41641CHIC2-B00005-8-40	chickpea	Cicer arietinum	Advanced Cultivar	Unknown	Unknown
AGG41642CHIC2-B00005-8-41	chickpea	Cicer arietinum	Advanced Cultivar	"India, Delhi"	South Asia
AGG41644CHIC2-B00005-8-42	chickpea	Cicer arietinum	Advanced Cultivar	"India, Andhra Pradesh"	South Asia
AGG41647CHIC2-B00005-8-43	chickpea	Cicer arietinum	Advanced Cultivar	"India, Andhra Pradesh"	South Asia
AGG41655CHIC2-B00005-8-44	chickpea	Cicer arietinum	Advanced Cultivar	"India, Andhra Pradesh"	South Asia
AGG41656CHIC2-B00005-8-45	chickpea	Cicer arietinum	Advanced Cultivar	"India, Andhra Pradesh"	South Asia
AGG41658CHIC2-B00005-8-46	chickpea	Cicer arietinum	Advanced Cultivar	"India, Andhra Pradesh"	South Asia
AGG41660CHIC2-B00005-8-47	chickpea	Cicer arietinum	Advanced Cultivar	"India, Andhra Pradesh"	South Asia
AGG41665CHIC2-B00005-8-48	chickpea	Cicer arietinum	Advanced Cultivar	"India, Andhra Pradesh"	South Asia
AGG41666CHIC2-B00005-8-49	chickpea	Cicer arietinum	Advanced Cultivar	"India, Andhra Pradesh"	South Asia
AGG41669CHIC2-B00005-8-50	chickpea	Cicer arietinum	Advanced Cultivar	"India, Andhra Pradesh"	South Asia
AGG41671CHIC2-B00005-8-51	chickpea	Cicer arietinum	Advanced Cultivar	"India, Andhra Pradesh"	South Asia
AGG41673CHIC2-B00005-8-52	chickpea	Cicer arietinum	Advanced Cultivar	"India, Andhra Pradesh"	South Asia
AGG41674CHIC2-B00005-8-53	chickpea	Cicer arietinum	Advanced Cultivar	"India, Andhra Pradesh"	South Asia
AGG41675CHIC2-B00005-8-54	chickpea	Cicer arietinum	Advanced Cultivar	"India, Andhra Pradesh"	South Asia
AGG41677CHIC2-B00005-8-55	chickpea	Cicer arietinum	Advanced Cultivar	"India, Andhra Pradesh"	South Asia
AGG41679CHIC2-B00005-8-56	chickpea	Cicer arietinum	Advanced Cultivar	"India, Andhra Pradesh"	South Asia
AGG41682CHIC2-B00005-8-57	chickpea	Cicer arietinum	Advanced Cultivar	"India, Andhra Pradesh"	South Asia
AGG41685CHIC2-B00005-8-58	chickpea	Cicer arietinum	Advanced Cultivar	"India, Andhra Pradesh"	South Asia
AGG41686CHIC2-B00005-8-59	chickpea	Cicer arietinum	Advanced Cultivar	"India, Andhra Pradesh"	South Asia
AGG41687CHIC2-B00005-8-60	chickpea	Cicer arietinum	Advanced Cultivar	India	South Asia
AGG41688CHIC2-B00005-8-61	chickpea	Cicer arietinum	Advanced Cultivar	"India, Andhra Pradesh"	South Asia
AGG41689CHIC2-B00005-8-62	chickpea	Cicer arietinum	Advanced Cultivar	"India, Andhra Pradesh"	South Asia
AGG41690CHIC2-B00005-8-63	chickpea	Cicer arietinum	Advanced Cultivar	"India, Andhra Pradesh"	South Asia
AGG41692CHIC2-B00005-8-64	chickpea	Cicer arietinum	Advanced Cultivar	"India, Andhra Pradesh"	South Asia
AGG41693CHIC5-B00005-8-65	chickpea	Cicer arietinum	Advanced Cultivar	"India, Andhra Pradesh"	South Asia
AGG41694CHIC2-B00005-8-66	chickpea	Cicer arietinum	Advanced Cultivar	"India, Andhra Pradesh"	South Asia
AGG41695CHIC2-B00005-8-67	chickpea	Cicer arietinum	Advanced Cultivar	"India, Andhra Pradesh"	South Asia
AGG41697CHIC2-B00005-8-68	chickpea	Cicer arietinum	Advanced Cultivar	"India, Andhra Pradesh"	South Asia
AGG41698CHIC2-B00005-8-69	chickpea	Cicer arietinum	Advanced Cultivar	"India, Andhra Pradesh"	South Asia
AGG41699CHIC2-B00005-8-70	chickpea	Cicer arietinum	Advanced Cultivar	India	South Asia
AGG41700CHIC2-B00005-8-71	chickpea	Cicer arietinum	Advanced Cultivar	India	South Asia
AGG41702CHIC2-B00005-8-72	chickpea	Cicer arietinum	Advanced Cultivar	India	South Asia
AGG41710CHIC5-B00005-8-73	chickpea	Cicer arietinum	Landrace	"Uzbekistan, Tashkent"	Central Asia
AGG41716CHIC5-B00005-8-74	chickpea	Cicer arietinum	Advanced Cultivar	Unknown	Unknown
AGG41718CHIC6-B00005-8-75	chickpea	Cicer arietinum	Advanced Cultivar	Unknown	Unknown
AGG41721CHIC7-B00005-8-76	chickpea	Cicer arietinum	Advanced Cultivar	Iran	Middle East
